PeakID (cmd=annotatePeaks.pl shared_777_mESC_peaks_EGFP_clone2_3_over_21_3163_mm10_vM25.bed mm10),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
1453,chr19,41830317,41830790,+,0,NA,"exon (NM_008043, exon 1 of 1)","exon (NM_008043, exon 1 of 1)",583,NM_008043,14296,,NM_008043,ENSMUSG00000067199,Frat1,-,frequently rearranged in advanced T cell lymphomas,protein-coding
1014,chr15,80065286,80065591,+,0,NA,Intergenic,Intergenic,13141,NR_028282,100302601,,NR_028282,ENSMUSG00000077734,Snord83b,MBII-10,"small nucleolar RNA, C/D box 83B",snoRNA
2,GL456392.1,22163,23263,+,0,NA,NA,NA,NA,NA,,,,,,,,
671,chr12,108327786,108328410,+,0,NA,"exon (NM_001044380, exon 9 of 9)","exon (NM_001044380, exon 9 of 9)",-6218,NM_010010,13116,,NM_010010,ENSMUSG00000021259,Cyp46a1,CH24H|Cyp46,"cytochrome P450, family 46, subfamily a, polypeptide 1",protein-coding
1919,chr4,12140303,12140748,+,0,NA,"5' UTR (NM_028226, exon 1 of 3)","5' UTR (NM_028226, exon 1 of 3)",408,NM_028226,72397,,NM_028226,ENSMUSG00000046667,Rbm12b1,3000004N20Rik|Rbm12b|Rbm12ba,RNA binding motif protein 12 B1,protein-coding
854,chr14,26637890,26638361,+,0,NA,promoter-TSS (NM_007479),promoter-TSS (NM_007479),-9,NM_007479,11843,,NM_007479,ENSMUSG00000021877,Arf4,-,ADP-ribosylation factor 4,protein-coding
2919,chr9,43744193,43744600,+,0,NA,"5' UTR (NM_021424, exon 1 of 6)","5' UTR (NM_021424, exon 1 of 6)",442,NM_021424,58235,,NM_021424,ENSMUSG00000032012,Nectin1,Cd111|HIgR|HveC|PRR|PRR1|Pvrl1|nectin-1,nectin cell adhesion molecule 1,protein-coding
1782,chr3,59625567,59626381,+,0,NA,Intergenic,L1Md_T|LINE|L1,-103812,NM_001101531,433597,,NM_001101531,ENSMUSG00000090527,Aadacl2fm2,Gm5538,AADACL2 family member 2,protein-coding
1184,chr17,22877603,22877990,+,0,NA,Intergenic,LSU-rRNA_Hsa|rRNA|rRNA,-10662,NM_001110254,240041,,NM_177358,ENSMUSG00000059142,Zfp945,A630033E08Rik|C730040L01Rik,zinc finger protein 945,protein-coding
3082,chrX,48285658,48286031,+,0,NA,promoter-TSS (NR_045916),promoter-TSS (NR_045916),-418,NR_045916,100500713,,NR_045916,,9530027J09Rik,-,RIKEN cDNA 9530027J09 gene,ncRNA
89,chr1,74900435,74901080,+,0,NA,promoter-TSS (NR_029876),promoter-TSS (NR_029876),-36,NR_029876,723900,,NR_029876,ENSMUSG00000065616,Mir375,Mirn375|mir-375|mmu-mir-375,microRNA 375,ncRNA
3146,chrX,170005718,170006313,+,0,NA,Intergenic,Intergenic,-27098,NR_029457,654820,,NM_001039559,ENSMUSG00000072844,G530011O06Rik,-,RIKEN cDNA G530011O06 gene,ncRNA
2240,chr5,117496978,117497375,+,0,NA,"intron (NM_001312914, intron 1 of 19)","intron (NM_001312914, intron 1 of 19)",83174,NM_001312914,333050,,NM_001034873,ENSMUSG00000061578,Ksr2,-,kinase suppressor of ras 2,protein-coding
3121,chrX,130203408,130203933,+,0,NA,"intron (NM_172493, intron 23 of 26)",L1Md_T|LINE|L1,453928,NM_172493,54004,,NM_017398,ENSMUSG00000034480,Diaph2,Dia3|Diap2|Drf2|E430022I22Rik,diaphanous related formin 2,protein-coding
2105,chr4,148130600,148131083,+,0,NA,promoter-TSS (NM_001305420),promoter-TSS (NM_001305420),-79,NM_001305420,71890,,NM_027985,ENSMUSG00000029003,Mad2l2,2310033C13Rik|G1-453-4|MAD2B|REV7|repro22,MAD2 mitotic arrest deficient-like 2,protein-coding
1234,chr17,35195381,35196054,+,0,NA,TTS (NR_105939),TTS (NR_105939),745,NR_105939,102465588,,NR_105939,ENSMUSG00000098291,Mir6973a,Gm27967|mmu-mir-6973a,microRNA 6973a,ncRNA
1683,chr2,153031852,153032461,+,0,NA,"exon (NM_001011732, exon 1 of 3)","exon (NM_001011732, exon 1 of 3)",304,NM_001011732,228787,,NM_001011732,ENSMUSG00000042631,Xkr7,-,X-linked Kx blood group related 7,protein-coding
227,chr10,45335839,45336168,+,0,NA,"intron (NM_024285, intron 1 of 7)",CpG,268,NM_024285,23828,,NM_024285,ENSMUSG00000071317,Bves,Pop1|Popdc1|mBVES,blood vessel epicardial substance,protein-coding
1861,chr3,117575215,117575523,+,0,NA,"5' UTR (NM_001305451, exon 1 of 6)","5' UTR (NM_001305451, exon 1 of 6)",142,NM_001305451,75769,,NM_029425,ENSMUSG00000033342,Plppr5,4833424O15Rik|Lppr5|PRG-5|Pap2d,phospholipid phosphatase related 5,protein-coding
2461,chr7,12927905,12928644,+,0,NA,"exon (NM_029809, exon 2 of 2)","exon (NM_029809, exon 2 of 2)",858,NM_029809,381845,,NM_029809,ENSMUSG00000033967,Rnf225,2310014L17Rik,ring finger protein 225,protein-coding
1827,chr3,94953489,94954032,+,0,NA,promoter-TSS (NM_001355706),promoter-TSS (NM_001355706),-348,NM_001355707,53970,,NM_017395,ENSMUSG00000005774,Rfx5,-,"regulatory factor X, 5 (influences HLA class II expression)",protein-coding
1384,chr18,76859078,76860870,+,0,NA,"exon (NM_001109743, exon 2 of 9)","exon (NM_001109743, exon 2 of 9)",3569,NM_001109743,664805,,NM_001109743,ENSMUSG00000091519,Skor2,Corl2|EG664805|Fussel18|Gm7348,SKI family transcriptional corepressor 2,protein-coding
325,chr11,20543249,20543903,+,0,NA,"5' UTR (NM_021372, exon 1 of 2)","5' UTR (NM_021372, exon 1 of 2)",410,NM_001362867,58172,,NM_021372,ENSMUSG00000049800,Sertad2,Kiaa0127|MNCb-1504|SEI-2|Sei2|TRIP-Br2|mKIAA0127,SERTA domain containing 2,protein-coding
2134,chr5,7621733,7622227,+,0,NA,Intergenic,L1Md_T|LINE|L1,-277602,NM_001163223,207618,,NM_001163223,ENSMUSG00000092094,Zfp804b,Gm441,zinc finger protein 804B,protein-coding
2158,chr5,31094752,31095680,+,0,NA,"intron (NM_001347323, intron 1 of 8)",CpG,-1689,NM_011773,22784,,NM_011773,ENSMUSG00000029151,Slc30a3,Znt3,"solute carrier family 30 (zinc transporter), member 3",protein-coding
1578,chr2,74655109,74655816,+,0,NA,"3' UTR (NM_007967, exon 3 of 3)","3' UTR (NM_007967, exon 3 of 3)",4095,NM_007967,14029,,NM_007967,ENSMUSG00000001815,Evx2,Evx-2,even-skipped homeobox 2,protein-coding
2648,chr7,140049033,140049392,+,0,NA,promoter-TSS (NM_010836),promoter-TSS (NM_010836),-124,NM_010836,17703,,NM_010836,ENSMUSG00000025469,Msx3,-,msh homeobox 3,protein-coding
2726,chr8,71537120,71537528,+,0,NA,"exon (NM_198095, exon 1 of 5)","exon (NM_198095, exon 1 of 5)",148,NM_198095,69550,,NM_198095,ENSMUSG00000046718,Bst2,2310015I10Rik|Bst-2|CD317|DAMP-1|GREG,bone marrow stromal cell antigen 2,protein-coding
2293,chr6,8510191,8510656,+,0,NA,"intron (NM_133236, intron 1 of 7)","intron (NM_133236, intron 1 of 7)",823,NM_133236,170772,,NM_133236,ENSMUSG00000029638,Glcci1,2310047L21Rik|A130036A18Rik|Fam117c|Gig18|Tssn1,glucocorticoid induced transcript 1,protein-coding
1999,chr4,106315641,106316212,+,0,NA,promoter-TSS (NM_183225),promoter-TSS (NM_183225),-287,NM_183225,329908,,NM_183225,ENSMUSG00000028514,Usp24,2700066K03Rik|2810030C21Rik|B130021E18,ubiquitin specific peptidase 24,protein-coding
292,chr10,121310602,121311274,+,0,NA,"5' UTR (NM_029057, exon 1 of 12)","5' UTR (NM_029057, exon 1 of 12)",458,NM_029057,74694,,NM_029057,ENSMUSG00000052302,Tbc1d30,4930505D03Rik|9530013E20Rik,"TBC1 domain family, member 30",protein-coding
1011,chr15,79604521,79605391,+,0,NA,"intron (NR_103477, intron 1 of 8)",CpG,153,NR_103477,13404,,NM_010059,ENSMUSG00000022429,Dmc1,Dmc1h|Lim15|Mei11|sgdp,DNA meiotic recombinase 1,protein-coding
2821,chr8,123558865,123560019,+,0,NA,Intergenic,Intergenic,1564,NR_046152,100861499,,NR_046152,ENSMUSG00000119561,Gm25212,Rn5s28,"predicted gene, 25212",rRNA
537,chr11,116138187,116138879,+,0,NA,"exon (NM_024177, exon 2 of 9)","exon (NM_024177, exon 2 of 9)",335,NM_024177,60441,,NM_024177,ENSMUSG00000020775,Mrpl38,1110036N21Rik|4733401F03Rik|MRP-L3|Rpml3,mitochondrial ribosomal protein L38,protein-coding
2773,chr8,104641599,104641842,+,0,NA,promoter-TSS (NM_026753),promoter-TSS (NM_026753),8,NM_026753,68523,,NM_026753,ENSMUSG00000031879,Ciao2b,1110019N10Rik|Fam96b,cytosolic iron-sulfur assembly component 2B,protein-coding
1537,chr2,33467972,33468717,+,0,NA,"intron (NM_001355611, intron 1 of 2)",CpG,188,NM_027947,71834,,NM_027947,ENSMUSG00000026788,Zbtb43,1700010E06Rik|Zfp297b|mKIAA0414,zinc finger and BTB domain containing 43,protein-coding
1604,chr2,92370536,92371109,+,0,NA,"exon (NM_001166633, exon 2 of 14)","exon (NM_001166633, exon 2 of 14)",235,NM_001166633,228366,,NM_172670,ENSMUSG00000040434,Large2,5730485C17Rik|Gyltl1b|Largel|mKIAA4105,LARGE xylosyl- and glucuronyltransferase 2,protein-coding
2659,chr7,144838128,144839222,+,0,NA,promoter-TSS (NM_008007),promoter-TSS (NM_008007),63,NM_008007,14174,,NM_008007,ENSMUSG00000031074,Fgf3,Fgf-3|Fgf5c|Int-2|Int-P,fibroblast growth factor 3,protein-coding
708,chr13,15463357,15464520,+,0,NA,"5' UTR (NM_008130, exon 1 of 15)","5' UTR (NM_008130, exon 1 of 15)",215,NM_008130,14634,,NM_008130,ENSMUSG00000021318,Gli3,Bph|GLI3-190|GLI3FL|Pdn|Xt|add,GLI-Kruppel family member GLI3,protein-coding
1158,chr16,94370780,94371559,+,0,NA,promoter-TSS (NM_019543),promoter-TSS (NM_019543),-154,NM_019543,56176,,NM_019543,ENSMUSG00000022940,Pigp,Dcrc|Dscr5,"phosphatidylinositol glycan anchor biosynthesis, class P",protein-coding
953,chr14,122464832,122465181,+,0,NA,"exon (NM_022987, exon 1 of 2)","exon (NM_022987, exon 1 of 2)",652,NM_022987,65100,,NM_022987,ENSMUSG00000041703,Zic5,1700049L20Rik|Opr,zinc finger protein of the cerebellum 5,protein-coding
2924,chr9,44603977,44604628,+,0,NA,promoter-TSS (NM_007841),promoter-TSS (NM_007841),-590,NM_001357703,13209,,NM_007841,ENSMUSG00000032097,Ddx6,1110001P04Rik|C430015D01Rik|E230023J21Rik|HLR2|mRCK/P54|p54|rck,DEAD-box helicase 6,protein-coding
1976,chr4,88773560,88773892,+,0,NA,promoter-TSS (NM_001161609).3,promoter-TSS (NM_001161609).3,-108,NM_001243165,545647,,NM_001243165,ENSMUSG00000096582,Gm13289,-,predicted gene 13289,protein-coding
2217,chr5,100039642,100040087,+,0,NA,promoter-TSS (NM_016690),promoter-TSS (NM_016690),-130,NR_027990,67870,,NM_026421,ENSMUSG00000029326,Enoph1,2310057D15Rik,enolase-phosphatase 1,protein-coding
2780,chr8,107056911,107057393,+,0,NA,promoter-TSS (NM_139229),promoter-TSS (NM_139229),275,NM_001164472,66164,,NM_025391,ENSMUSG00000031917,Nip7,1110017C15Rik|6330509M23Rik|PEachy,"NIP7, nucleolar pre-rRNA processing protein",protein-coding
3035,chr9,111311363,111311834,+,0,NA,promoter-TSS (NM_001164659),promoter-TSS (NM_001164659),-141,NM_001164659,320429,,NM_001164659,ENSMUSG00000062296,Trank1,A230061D21Rik|C030048J01Rik|Gm187|Lba1,tetratricopeptide repeat and ankyrin repeat containing 1,protein-coding
3042,chr9,118478589,118479433,+,0,NA,"exon (NM_001164789, exon 1 of 6)","exon (NM_001164789, exon 1 of 6)",822,NM_010136,13813,,NM_010136,ENSMUSG00000032446,Eomes,TBR-2|Tbr2,eomesodermin,protein-coding
970,chr15,34238134,34238792,+,0,NA,"intron (NM_033521, intron 1 of 6)",CpG,437,NM_033521,114128,,NM_033521,ENSMUSG00000022257,Laptm4b,C330023P13Rik|LAPTM4beta,lysosomal-associated protein transmembrane 4B,protein-coding
144,chr1,136345159,136346048,+,0,NA,"5' UTR (NM_001347110, exon 1 of 17)","5' UTR (NM_001347110, exon 1 of 17)",501,NM_001347109,67886,,NM_001081360,ENSMUSG00000041570,Camsap2,1600013L13Rik|4930541M15Rik|Camsap1l1|mKIAA1078,"calmodulin regulated spectrin-associated protein family, member 2",protein-coding
982,chr15,55308300,55308739,+,0,NA,"intron (NM_001368422, intron 1 of 47)","intron (NM_001368422, intron 1 of 47)",768,NM_181277,12818,,NM_181277,ENSMUSG00000022371,Col14a1,5730412L22Rik,"collagen, type XIV, alpha 1",protein-coding
836,chr14,10495935,10497078,+,0,NA,"intron (NM_010210, intron 3 of 8)",L1Md_T|LINE|L1,-43048,NM_001308286,14198,,NM_010210,ENSMUSG00000060579,Fhit,Fra14A2,fragile histidine triad gene,protein-coding
2071,chr4,133604757,133605257,+,0,NA,Intergenic,Intergenic,-2839,NM_018754,55948,,NM_018754,ENSMUSG00000047281,Sfn,14-3-3|Er|Mme1|Ywhas,stratifin,protein-coding
126,chr1,125561073,125561467,+,0,NA,"exon (NM_028787, exon 1 of 16)","exon (NM_028787, exon 1 of 16)",268,NM_028787,74150,,NM_028787,ENSMUSG00000026342,Slc35f5,1300003P13Rik,"solute carrier family 35, member F5",protein-coding
1835,chr3,96451872,96452581,+,0,NA,promoter-TSS (NM_001256180),promoter-TSS (NM_001256180),80,NM_001256181,329716,,NM_183223,ENSMUSG00000046317,BC107364,D730018G16,cDNA sequence BC107364,protein-coding
2609,chr7,116442993,116443473,+,0,NA,"intron (NM_011083, intron 1 of 32)",CpG,225,NM_011083,18704,,NM_011083,ENSMUSG00000030660,Pik3c2a,Cpk-m|PI3KC2,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,protein-coding
1464,chr19,45659758,45660793,+,0,NA,promoter-TSS (NM_013907),promoter-TSS (NM_013907),-82,NM_013907,30838,,NM_013907,ENSMUSG00000040913,Fbxw4,Dac|Fbw4|SHFM3|SHSF3|dactylin|dactylyn,F-box and WD-40 domain protein 4,protein-coding
2041,chr4,125030025,125030438,+,0,NA,"intron (NM_145552, intron 1 of 15)",CpG,217,NM_145552,230737,,NM_145552,ENSMUSG00000028869,Gnl2,HUMAUANTIG|Ngp-1,guanine nucleotide binding protein nucleolar 2,protein-coding
2809,chr8,123538581,123539574,+,0,NA,promoter-TSS (NR_046127),promoter-TSS (NR_046127),-173,NR_046154,100861501,,NR_046154,ENSMUSG00000118870,Gm22291,Rn5s30,"predicted gene, 22291",rRNA
1512,chr2,26603547,26604629,+,0,NA,"exon (NM_026212, exon 1 of 6)","exon (NM_026212, exon 1 of 6)",329,NM_026212,67512,,NM_026212,ENSMUSG00000026922,Agpat2,1-AGPAT 2|2510002J07Rik|BSCL|BSCL1|LPAAB|LPAAT-beta,1-acylglycerol-3-phosphate O-acyltransferase 2,protein-coding
669,chr12,107980351,107980688,+,0,NA,"intron (NM_001079883, intron 2 of 3)",CpG,22895,NM_001286343,58208,,NM_021399,ENSMUSG00000048251,Bcl11b,9130430L19Rik|B630002E05Rik|BCL-11B|Ctip2|Rit1,B cell leukemia/lymphoma 11B,protein-coding
3125,chrX,135885766,135886029,+,0,NA,promoter-TSS (NM_001098222),promoter-TSS (NM_001098222),46,NM_198161,70237,,NM_198161,ENSMUSG00000072964,Bhlhb9,2700087I09Rik|Gprasp3,"basic helix-loop-helix domain containing, class B9",protein-coding
2964,chr9,65032437,65033302,+,0,NA,"intron (NM_028906, intron 1 of 20)",CpG,411,NM_028906,74388,,NM_028906,ENSMUSG00000032393,Dpp8,2310004I03Rik|4932434F09Rik|DP8|DPP VIII,dipeptidylpeptidase 8,protein-coding
1434,chr19,28011185,28011718,+,0,NA,promoter-TSS (NM_011265),promoter-TSS (NM_011265),-285,NM_001166414,19726,,NM_011265,ENSMUSG00000040929,Rfx3,C230093O12Rik|MRFX3,"regulatory factor X, 3 (influences HLA class II expression)",protein-coding
1328,chr18,32939136,32939806,+,0,NA,"exon (NM_009793, exon 1 of 11)","exon (NM_009793, exon 1 of 11)",430,NM_009793,12326,,NM_009793,ENSMUSG00000038128,Camk4,A430110E23Rik|CaMKIV|CaMKIV/Gr|D18Bwg0362e,calcium/calmodulin-dependent protein kinase IV,protein-coding
2607,chr7,115589242,115589581,+,0,NA,"intron (NM_001025559, intron 8 of 15)",L1Md_T|LINE|L1,212198,NM_001277328,20679,,NM_011445,ENSMUSG00000051910,Sox6,SOX-LZ,SRY (sex determining region Y)-box 6,protein-coding
608,chr12,59130901,59131303,+,0,NA,promoter-TSS (NM_001165253),promoter-TSS (NM_001165253),-379,NM_001374760,338320,,NM_146034,ENSMUSG00000021000,Mia2,Ctage5|D12Bwg0579e|Mea6|Mgea|Mgea6,MIA SH3 domain ER export factor 2,protein-coding
935,chr14,79480830,79481428,+,0,NA,promoter-TSS (NM_007920),promoter-TSS (NM_007920),-65,NM_007920,13709,,NM_007920,ENSMUSG00000036461,Elf1,Elf-1|Sts1|mElf-1|p70,E74 like ETS transcription factor 1,protein-coding
1762,chr3,38885650,38886566,+,0,NA,promoter-TSS (NM_183221),promoter-TSS (NM_183221),-832,NM_183221,329628,,NM_183221,ENSMUSG00000046743,Fat4,6030410K14Rik|9430004M15,FAT atypical cadherin 4,protein-coding
2377,chr6,87913529,87914437,+,0,NA,promoter-TSS (NM_173737),promoter-TSS (NM_173737),7,NM_173737,232210,,NM_173737,ENSMUSG00000030060,Hmces,8430410A17Rik|Srap1,"5-hydroxymethylcytosine (hmC) binding, ES cell specific",protein-coding
1079,chr16,8829945,8830390,+,0,NA,promoter-TSS (NM_001081400),promoter-TSS (NM_001081400),67,NM_001081400,69053,,NM_001081400,ENSMUSG00000022507,Hapstr1,1110017P05Rik|1810013L24Rik|3010002C02Rik|Gm19906|Tapr1,HUWE1 associated protein modifying stress responses,protein-coding
1138,chr16,81035564,81036168,+,0,NA,Intergenic,L1Md_T|LINE|L1,-164831,NM_010954,17968,,NM_010954,ENSMUSG00000022762,Ncam2,Ncam-2|Ocam|RNCAM,neural cell adhesion molecule 2,protein-coding
1155,chr16,93705572,93705848,+,0,NA,Intergenic,RLTR4_MM-int|LTR|ERV1,-6197,NM_026700,70028,,NM_026700,ENSMUSG00000022946,Dop1b,0610038M01Rik|2610510B01Rik|C21orf5|Dopey2|mKIAA0933,DOP1 leucine zipper like protein B,protein-coding
189,chr1,186967343,186968083,+,0,NA,"5' UTR (NM_033077, exon 1 of 1)","5' UTR (NM_033077, exon 1 of 1)",297,NM_033077,110957,,NM_033077,ENSMUSG00000039224,D1Pas1,DDX3XL|Pl10,"DNA segment, Chr 1, Pasteur Institute 1",protein-coding
2371,chr6,85511894,85512746,+,0,NA,"exon (NM_020596, exon 2 of 2)","exon (NM_020596, exon 2 of 2)",1269,NM_020596,13656,,NM_020596,ENSMUSG00000071341,Egr4,NGF1-C|NGFI-C|NGFIC|pAT133,early growth response 4,protein-coding
3093,chrX,66494463,66495381,+,0,NA,Intergenic,L1Md_F|LINE|L1,-154396,NM_001161431,245450,,NM_198863,ENSMUSG00000036790,Slitrk2,A930040J07,"SLIT and NTRK-like family, member 2",protein-coding
2244,chr5,120435341,120436053,+,0,NA,"intron (NM_008499, intron 3 of 4)",CpG-11452,3811,NM_008499,16873,,NM_008499,ENSMUSG00000029595,Lhx5,Lim2,LIM homeobox protein 5,protein-coding
986,chr15,58415615,58416336,+,0,NA,"intron (NM_145959, intron 1 of 23)","intron (NM_145959, intron 1 of 23)",507,NM_145959,210998,,NM_145959,ENSMUSG00000037119,Fam91a1,D15Ertd621e|SKIN|mKIAA0493,"family with sequence similarity 91, member A1",protein-coding
504,chr11,102438308,102439006,+,0,NA,"exon (NM_199200, exon 8 of 8)","exon (NM_199200, exon 8 of 8)",8150,NM_008175,14824,,NM_008175,ENSMUSG00000034708,Grn,GP88|PCDGF|PEPI|Pgrn|epithelin,granulin,protein-coding
2309,chr6,30174192,30175172,+,0,NA,promoter-TSS (NR_126541),promoter-TSS (NR_126541),-557,NR_126540,101447999,,NR_126540,,Mirc35hg,linc_miR96,"microRNA cluster 35, host gene",ncRNA
1114,chr16,34745246,34745572,+,0,NA,Intergenic,CpG,-39541,NM_139300,107589,,NM_139300,ENSMUSG00000022836,Mylk,9530072E15Rik|A930019C19Rik|KRP|MLCK108|MLCK210|Mlck|nmMlck|smMLCK,"myosin, light polypeptide kinase",protein-coding
1047,chr15,98776172,98777124,+,0,NA,"exon (NM_011718, exon 3 of 5)","exon (NM_011718, exon 3 of 5)",1502,NM_011718,22410,,NM_011718,ENSMUSG00000022996,Wnt10b,Wnt12,"wingless-type MMTV integration site family, member 10B",protein-coding
3019,chr9,106203116,106203610,+,0,NA,"intron (NM_011876, intron 1 of 8)","intron (NM_011876, intron 1 of 8)",255,NM_011876,23999,,NM_011876,ENSMUSG00000023277,Twf2,A6-related|Ptk9l|Ptk9r,twinfilin actin binding protein 2,protein-coding
282,chr10,115250837,115251414,+,0,NA,"intron (NM_025706, intron 1 of 16)",CpG,368,NM_025706,66687,,NM_025706,ENSMUSG00000020130,Tbc1d15,4432405K22Rik|Ly6dl|Rab7-GAP,"TBC1 domain family, member 15",protein-coding
437,chr11,82434330,82434879,+,0,NA,"exon (NM_001304439, exon 2 of 9)","exon (NM_001304439, exon 2 of 9)",45704,NM_001304439,270893,,NM_023438,ENSMUSG00000020701,Tmem132e,Gm644,transmembrane protein 132E,protein-coding
184,chr1,182408348,182408772,+,0,NA,promoter-TSS (NM_173378),promoter-TSS (NM_173378),-607,NM_173378,209456,,NM_173378,ENSMUSG00000026510,Trp53bp2,53BP2|ASPP2|PPP1R13A|Tp53bp2,transformation related protein 53 binding protein 2,protein-coding
365,chr11,59176305,59177507,+,0,NA,"exon (NM_175452, exon 2 of 2)","exon (NM_175452, exon 2 of 2)",5920,NM_175452,118454,,NM_080454,ENSMUSG00000043448,Gjc2,B230382L12Rik|Cx47|Cxno|Gja12,"gap junction protein, gamma 2",protein-coding
508,chr11,102773960,102774824,+,0,NA,"intron (NM_001110778, intron 15 of 25)",CpG-2684,12957,NM_009613,11488,,NM_009613,ENSMUSG00000020926,Adam11,Mdc,a disintegrin and metallopeptidase domain 11,protein-coding
964,chr15,25364655,25365179,+,0,NA,"5' UTR (NM_027395, exon 2 of 2)","5' UTR (NM_027395, exon 2 of 2)",48847,NM_027395,70350,,NM_027395,ENSMUSG00000045763,Basp1,2610024P12Rik|CAP-23|CAP23|Ckap3|NAP-22|NAP22,"brain abundant, membrane attached signal protein 1",protein-coding
2998,chr9,89909944,89910425,+,0,NA,"exon (NM_001039655, exon 1 of 3)","exon (NM_001039655, exon 1 of 3)",409,NM_011245,19417,,NM_011245,ENSMUSG00000032356,Rasgrf1,CDC25|CDC25Mm|Gnrp|Grf1|Grfbeta|P190-A|Ras-GRF1|p190|p190RhoGEF,RAS protein-specific guanine nucleotide-releasing factor 1,protein-coding
2417,chr6,124211570,124212351,+,0,NA,"intron (NM_001104642, intron 3 of 5)",L1Md_T|LINE|L1,19824,NM_001104642,232367,,NM_001104642,ENSMUSG00000072778,Vmn2r27,EG232367,"vomeronasal 2, receptor27",protein-coding
2275,chr5,142529699,142530247,+,0,NA,"5' UTR (NM_019943, exon 1 of 1)","5' UTR (NM_019943, exon 1 of 1)",103,NM_019943,56522,,NM_019943,ENSMUSG00000074817,Papolb,PAP|Paplob|Papola-ps|Papt|Plap-ps|Tpap,poly (A) polymerase beta (testis specific),protein-coding
1260,chr17,55482382,55483010,+,0,NA,"exon (NM_001347403, exon 2 of 6)","exon (NM_001347403, exon 2 of 6)",37314,NM_001347403,240119,,NM_172829,ENSMUSG00000024172,St6gal2,C230064G14Rik|St6galII|mKIAA1877,"beta galactoside alpha 2,6 sialyltransferase 2",protein-coding
1792,chr3,69005158,69005915,+,0,NA,promoter-TSS (NM_026641),promoter-TSS (NM_026641),798,NM_001356976,70099,,NM_133786,ENSMUSG00000034349,Smc4,2500002A22Rik|SMC-4|Smc4l1,structural maintenance of chromosomes 4,protein-coding
2515,chr7,35646631,35647711,+,0,NA,"intron (NM_019746, intron 1 of 5)",CpG,311,NM_019746,56330,,NM_019746,ENSMUSG00000030417,Pdcd5,2200003D22Rik|Tfar19,programmed cell death 5,protein-coding
253,chr10,80834501,80835491,+,0,NA,"exon (NM_001013758, exon 2 of 2)","exon (NM_001013758, exon 2 of 2)",6199,NR_035503,100316778,,NR_035503,ENSMUSG00000087993,Mir1982,mir-1982|mmu-mir-1982,microRNA 1982,ncRNA
2356,chr6,59199930,59200232,+,0,NA,Intergenic,L1Md_Gf|LINE|L1,-8789,NM_001081145,68140,,NM_001081145,ENSMUSG00000049232,Tigd2,3632410O17Rik,tigger transposable element derived 2,protein-coding
1987,chr4,98923652,98924033,+,0,NA,promoter-TSS (NM_001356424),promoter-TSS (NM_001356424),32,NM_146144,230484,,NM_146144,ENSMUSG00000028560,Usp1,-,ubiquitin specific peptidase 1,protein-coding
1127,chr16,53825146,53825574,+,0,NA,Intergenic,L1Md_T|LINE|L1,-1009616,NR_040495,73820,,NR_040495,ENSMUSG00000116611,4930404A05Rik,-,RIKEN cDNA 4930404A05 gene,ncRNA
